timestamp_utc,product,filename,local_path,source_url,status,size_bytes
2018-09-16T16:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-160000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-160000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-160000.grib2.gz,downloaded,691508
2018-09-16T17:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-170000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-170000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-170000.grib2.gz,downloaded,644899
2018-09-16T18:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-180000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-180000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-180000.grib2.gz,downloaded,623422
2018-09-16T19:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-190000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-190000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-190000.grib2.gz,downloaded,606122
2018-09-16T20:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-200000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-200000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-200000.grib2.gz,downloaded,650441
2018-09-16T21:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-210000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-210000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-210000.grib2.gz,downloaded,682821
2018-09-16T22:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-220000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-220000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-220000.grib2.gz,downloaded,699365
2018-09-16T23:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-230000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-230000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-230000.grib2.gz,downloaded,688819
2018-09-17T00:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180917-000000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180917-000000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/17/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180917-000000.grib2.gz,downloaded,653158
2018-09-17T01:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180917-010000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180917-010000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/17/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180917-010000.grib2.gz,downloaded,575926
2018-09-17T02:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180917-020000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180917-020000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/17/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180917-020000.grib2.gz,downloaded,510568
2018-09-17T03:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180917-030000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180917-030000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/17/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180917-030000.grib2.gz,downloaded,485732
