site_number,site_name,time_local,discharge_cfs
02092500,"Trent River near Trenton, NC",2018-10-09 21:00:00-04:00,78.275
02092500,"Trent River near Trenton, NC",2018-10-09 22:00:00-04:00,77.9
02092500,"Trent River near Trenton, NC",2018-10-09 23:00:00-04:00,77.65
02092500,"Trent River near Trenton, NC",2018-10-10 00:00:00-04:00,77.4
02092500,"Trent River near Trenton, NC",2018-10-10 01:00:00-04:00,77.025
02092500,"Trent River near Trenton, NC",2018-10-10 02:00:00-04:00,76.9
02092500,"Trent River near Trenton, NC",2018-10-10 03:00:00-04:00,76.3
02092500,"Trent River near Trenton, NC",2018-10-10 04:00:00-04:00,76.05
02092500,"Trent River near Trenton, NC",2018-10-10 05:00:00-04:00,75.8
02092500,"Trent River near Trenton, NC",2018-10-10 06:00:00-04:00,75.675
02092500,"Trent River near Trenton, NC",2018-10-10 07:00:00-04:00,75.3
02092500,"Trent River near Trenton, NC",2018-10-10 08:00:00-04:00,74.925
02092500,"Trent River near Trenton, NC",2018-10-10 09:00:00-04:00,74.8
02092500,"Trent River near Trenton, NC",2018-10-10 10:00:00-04:00,74.425
02092500,"Trent River near Trenton, NC",2018-10-10 11:00:00-04:00,73.925
02092500,"Trent River near Trenton, NC",2018-10-10 12:00:00-04:00,73.675
02092500,"Trent River near Trenton, NC",2018-10-10 13:00:00-04:00,73.175
02092500,"Trent River near Trenton, NC",2018-10-10 14:00:00-04:00,72.8
02092500,"Trent River near Trenton, NC",2018-10-10 15:00:00-04:00,72.3
02092500,"Trent River near Trenton, NC",2018-10-10 16:00:00-04:00,72.55
02092500,"Trent River near Trenton, NC",2018-10-10 17:00:00-04:00,72.05
02092500,"Trent River near Trenton, NC",2018-10-10 18:00:00-04:00,71.675
02092500,"Trent River near Trenton, NC",2018-10-10 19:00:00-04:00,71.425
02092500,"Trent River near Trenton, NC",2018-10-10 20:00:00-04:00,71.175
02092500,"Trent River near Trenton, NC",2018-10-10 21:00:00-04:00,71.05
02092500,"Trent River near Trenton, NC",2018-10-10 22:00:00-04:00,70.8
02092500,"Trent River near Trenton, NC",2018-10-10 23:00:00-04:00,70.425
02092500,"Trent River near Trenton, NC",2018-10-11 00:00:00-04:00,70.3
